Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2640000,3,2,240,No,10,Cash,Finished,Azarita
Apartment,1900000,3,2,180,No,3,Cash,Semi Finished,6th of October
Apartment,7500000,3,3,250,No,12,Cash,Finished,Madinaty
Apartment,2500000,3,3,200,No,7,Cash or Installment,Finished,Heliopolis
Apartment,2500000,3,1,96,No,1,Cash,Finished,Madinaty
Apartment,5000000,3,3,280,Unknown,6,Unknown,Unknown ,Laurent
Apartment,700000,2,1,70,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,900000,3,3,158,No,4,Cash,Semi Finished,De Joya
Apartment,3000000,4,3,235,Unknown,1,Cash,Semi Finished,Sheikh Zayed
Apartment,4060000,3,2,145,No,4,Cash or Installment,Finished,Moharam Bik
Duplex,1000000,3,3,189,No,12,Cash or Installment,Finished,New Capital City
Apartment,1185000,2,1,120,Unknown,1,Cash or Installment,Finished,6th of October
Apartment,1525000,3,2,135,No,2,Cash,Finished,6th of October
Apartment,3750000,3,3,227,No,11,Cash,Finished,Glim
Apartment,3872000,4,3,260,No,5,Cash or Installment,Core & Shell,The Loft
Apartment,3500000,3,3,153,Unknown,3,Cash or Installment,Semi Finished,Galleria Moon Valley
Apartment,1950000,3,1,150,No,1,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,3,3,200,No,3,Cash,Finished,Haram
Apartment,900000,3,2,158,Unknown,3,Cash or Installment,Finished,Palm Hills New Cairo
Apartment,650000,3,2,155,No,3,Cash,Finished,Haram
Apartment,3300000,2,2,131,No,1,Installment,Semi Finished,Sheraton
Apartment,2800000,3,2,156,No,2,Cash or Installment,Semi Finished,Kenz
Duplex,6672000,3,3,175,No,12,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2000000,3,2,143,No,3,Cash,Finished,Madinaty
Apartment,1650000,3,2,200,Unknown,3,Cash,Finished,Hadayek al-Ahram
Apartment,2971557,3,3,215,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,2771000,3,3,190,Unknown,2,Cash or Installment,Semi Finished,Isola
Apartment,4700000,3,3,130,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Penthouse,56000000,4,5,518,No,11,Unknown,Finished,Aeon
Apartment,5000000,2,2,157,No,2,Installment,Semi Finished,October Plaza Sodic
Apartment,1262000,2,2,143,Unknown,7,Cash or Installment,Finished,ZED Towers
Apartment,3400000,3,2,135,No,1,Cash,Finished,Madinaty
Apartment,700000,2,1,92,Unknown,4,Cash,Finished,Hadayek al-Ahram
Duplex,800000,3,3,233,Unknown,12,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Duplex,6050000,3,3,272,No,2,Cash or Installment,Semi Finished,ABHA
Apartment,2935000,3,2,152,No,1,Cash or Installment,Semi Finished,Zizinia El Mostakbal
Duplex,10200000,3,3,235,Unknown,12,Installment,Semi Finished,Mountain View iCity
Apartment,2010486,2,1,119,No,4,Cash or Installment,Semi Finished,Ashgar City
Apartment,2500000,3,3,240,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3300000,3,2,116,No,5,Cash,Finished,Madinaty
Apartment,850000,3,2,150,Unknown,3,Cash or Installment,Finished,Badya Palm Hills
Apartment,3650000,4,4,195,Unknown,2,Installment,Unknown ,Badya Palm Hills
Apartment,7980000,2,3,146,Unknown,2,Cash,Finished,Uptown Cairo
Apartment,450000,3,2,135,Unknown,1,Cash or Installment,Semi Finished,Hadayek 6th of October
Apartment,1738000,3,3,158,No,1,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,4600000,3,4,220,Unknown,2,Cash,Not Finished,October Plaza Sodic
Apartment,5741800,3,3,157,Unknown,4,Cash or Installment,Finished,Bel Air - Sodic
Duplex,2475000,3,3,200,Unknown,12,Cash,Finished,Zed East
Studio,4250000,1,1,64,Unknown,2,Unknown,Finished,Uptown Cairo
Apartment,2720000,3,2,141,Unknown,6,Unknown,Unknown ,Atika
Apartment,2900000,3,2,155,No,4,Cash or Installment,Semi Finished,The Icon Residence
Apartment,1550000,3,2,155,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,650000,3,2,150,No,3,Cash or Installment,Finished,Nakheel
Apartment,7200000,2,1,131,No,4,Cash or Installment,Finished,Palm Parks
Apartment,1750000,3,3,150,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,1850000,2,3,142,No,3,Cash,Not Finished,Badya Palm Hills
Apartment,1400000,4,3,200,Unknown,2,Unknown,Finished,Madinaty
Apartment,1500000,3,3,167,No,3,Cash or Installment,Semi Finished,Kardia
Apartment,1750000,3,2,170,Unknown,1,Cash,Finished,6th of October
Apartment,2058000,3,3,196,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,1832000,2,2,115,No,12,Cash or Installment,Not Finished,Mountain View iCity
Apartment,2608000,2,2,131,Unknown,3,Cash or Installment,Semi Finished,New Capital City
Apartment,1470000,3,2,140,Unknown,1,Installment,Semi Finished,Mokattam
Penthouse,560000,3,3,172,Unknown,4,Cash or Installment,Finished,Sun Capital
Apartment,450000,3,2,140,No,4,Cash or Installment,Semi Finished,Faisal
Apartment,1992800,2,1,99,No,4,Cash or Installment,Semi Finished,Maadi
Apartment,6000000,6,3,550,No,5,Unknown,Finished,Nasr City
Apartment,4000000,3,2,220,No,2,Cash,Finished,Smoha
Duplex,12200000,3,4,245,No,12,Unknown,Finished,Eastown
Apartment,900000,3,3,156,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,395000,3,3,145,Unknown,3,Cash or Installment,Unknown ,Sun Capital
Apartment,600000,3,2,150,No,1,Cash or Installment,Not Finished,Pyramids Hills
Apartment,420000,3,3,164,Unknown,2,Installment,Finished,Fifth Square
Apartment,550000,3,3,155,Unknown,2,Cash or Installment,Finished,Al Maqsad
Apartment,4000000,3,3,119,No,3,Cash,Finished,Rehab City
Apartment,840000,2,2,132,Unknown,3,Cash or Installment,Finished,Badya Palm Hills
Apartment,406000,2,1,78,No,2,Installment,Finished,Madinaty
Apartment,6500000,3,3,275,Unknown,6,Unknown,Finished,Dreamland
Apartment,6500000,4,3,300,No,11,Cash,Finished,Roushdy
Apartment,2800000,3,2,160,No,11,Cash,Finished,Laurent
Apartment,1250000,4,3,265,No,3,Cash or Installment,Semi Finished,Kenz
Duplex,13500000,3,3,254,Unknown,12,Unknown,Finished,Eastown
Apartment,5055288,3,3,176,No,2,Installment,Core & Shell,Vinci
Apartment,1636000,3,2,123,No,6,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,3500000,2,1,91,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,2640000,3,2,240,No,9,Cash,Finished,Smoha
Penthouse,4080259,3,4,240,Unknown,13,Unknown,Unknown ,Mountain View iCity
Apartment,2550000,3,3,240,No,1,Cash,Semi Finished,Sheikh Zayed
Apartment,275000,2,1,90,No,2,Cash,Finished,Agami
Apartment,750000,3,1,125,No,5,Cash,Finished,Miami
Penthouse,1884000,3,1,105,No,3,Installment,Finished,Hadayek 6th of October
Apartment,5070000,3,3,169,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3300000,3,2,200,No,11,Cash,Finished,Mandara
Apartment,1916500,3,2,173,No,1,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,10000000,3,3,160,Unknown,4,Unknown,Unknown ,Sheikh Zayed
Apartment,1990200,2,2,93,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,627200,3,2,107,No,5,Installment,Unknown ,Madinaty
Apartment,2184000,3,2,160,No,9,Cash,Finished,Smoha
Apartment,3850000,3,2,220,No,3,Cash,Finished,Laurent
Duplex,1000000,5,4,260,Unknown,12,Cash or Installment,Finished,Trio Gardens
Apartment,2600000,3,3,225,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,500000,2,2,150,Unknown,12,Cash or Installment,Finished,Nakheel
Apartment,1523000,2,3,124,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,1800000,3,1,135,Unknown,5,Cash,Finished,Miami
Apartment,5000000,2,3,157,No,1,Cash or Installment,Not Finished,October Plaza Sodic
Duplex,1680000,3,3,280,No,12,Installment,Semi Finished,6th of October
Duplex,5935000,4,2,267,No,12,Cash or Installment,Unknown ,Moharam Bik
Apartment,430000,2,2,128,No,2,Cash or Installment,Not Finished,Taj City
Apartment,2500000,3,2,150,No,6,Cash,Finished,Al Hadrah
Apartment,5102359,3,3,175,Unknown,3,Installment,Semi Finished,Taj City
Studio,6300000,1,2,88,Unknown,2,Unknown,Finished,Mivida
Apartment,6000000,5,5,300,No,4,Cash,Finished,Heliopolis
Apartment,2200000,3,2,220,No,1,Cash,Finished,Shorouk City
Apartment,1500000,4,3,221,Unknown,4,Cash or Installment,Finished,New Capital City
Apartment,1050000,2,1,120,No,3,Cash,Finished,6th of October
Apartment,2000000,3,2,119,No,2,Cash or Installment,Semi Finished,Ashgar City
Apartment,4044180,3,4,175,No,1,Cash or Installment,Semi Finished,Taj City
Apartment,2400000,3,2,192,No,12,Cash,Semi Finished,Smoha
Apartment,8500000,3,3,315,No,8,Cash,Finished,Glim
Apartment,3800000,4,3,200,Unknown,12,Cash,Semi Finished,Stone Residence
Apartment,1050000,3,2,140,No,3,Cash,Semi Finished,6th of October
Apartment,800000,2,1,70,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,5850000,3,2,132,Unknown,2,Cash or Installment,Finished,Eastown
Apartment,290000,3,1,100,No,2,Cash or Installment,Semi Finished,Ashgar City
Apartment,3650000,3,2,190,Yes,10,Cash,Finished,Sidi Beshr
Penthouse,7500000,4,4,299,Unknown,3,Cash,Unknown ,Beverly Hills
Apartment,7000000,3,3,195,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Duplex,2250000,4,3,240,Yes,12,Cash or Installment,Finished,Trio Gardens
Apartment,790000,2,2,171,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,1050000,3,2,185,No,4,Cash,Finished,Hadayek al-Ahram
Apartment,2900000,1,2,80,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,360000,2,1,130,No,4,Cash or Installment,Finished,Nakheel
Apartment,1900000,2,1,70,Unknown,5,Unknown,Unknown ,Madinaty
Apartment,700000,2,1,98,No,1,Cash,Finished,Hadayek al-Ahram
Penthouse,6036000,3,3,261,Unknown,3,Cash or Installment,Unknown ,October Plaza Sodic
Apartment,1510000,2,1,92,No,12,Installment,Finished,Rehab City
Apartment,2600000,3,3,200,No,12,Cash,Finished,Sheikh Zayed
Apartment,530000,2,1,80,No,3,Cash,Semi Finished,Degla Palms
Apartment,590000,3,2,145,Unknown,3,Cash or Installment,Finished,Taj City
Apartment,2625000,3,2,175,Unknown,2,Installment,Semi Finished,Sheikh Zayed
Duplex,1324000,4,4,270,Unknown,12,Unknown,Unknown ,Mountain View iCity
Apartment,1824000,3,2,160,No,1,Cash,Semi Finished,Sheikh Zayed
Apartment,450000,3,3,150,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,4200000,3,2,168,No,2,Cash or Installment,Unknown ,6th of October
Apartment,4000000,3,3,170,No,3,Cash,Semi Finished,Mountain View iCity
Apartment,430000,2,1,140,No,2,Cash,Finished,Nakheel
Apartment,480000,2,1,110,No,7,Cash or Installment,Finished,Nakheel
Apartment,4400000,3,2,200,No,5,Cash,Finished,Kafr Abdo
Apartment,4800000,3,2,145,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,7400000,2,2,141,No,2,Cash or Installment,Finished,Village West
Apartment,5500000,3,3,155,No,12,Cash,Finished,Rehab City
Apartment,2500000,1,1,60,Unknown,1,Unknown,Finished,6th of October
Apartment,2900000,3,2,185,No,5,Cash,Finished,Glim
Apartment,650000,2,2,139,No,12,Cash or Installment,Not Finished,Galleria Moon Valley
Apartment,384450,3,2,107,No,4,Installment,Finished,Madinaty
Apartment,3100000,3,2,155,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,600000,2,1,74,No,2,Installment,Finished,Madinaty
Apartment,440000,3,1,160,No,2,Cash or Installment,Unknown ,Nakheel
Apartment,9120000,3,3,205,Unknown,2,Installment,Unknown ,Fifth Square
Apartment,4500000,3,4,208,Unknown,3,Cash,Finished,Sheikh Zayed
Apartment,770000,3,2,140,No,3,Cash or Installment,Finished,Madinaty
Apartment,5208500,3,3,186,No,4,Cash or Installment,Unknown ,Roushdy
Apartment,2000000,3,3,155,No,3,Cash,Finished,Montazah
Apartment,2750000,2,2,125,No,6,Cash,Finished,Sidi Beshr
Apartment,455000,2,1,95,Yes,3,Cash,Finished,Nakheel
Apartment,1250000,2,1,100,Unknown,4,Cash,Finished,Gianaclis
Apartment,2600000,3,3,175,No,2,Installment,Semi Finished,Sheikh Zayed
Apartment,4000000,3,3,160,No,12,Cash,Semi Finished,Mountain View iCity
Apartment,6767000,3,2,165,No,3,Cash or Installment,Core & Shell,Moharam Bik
Apartment,2000000,3,2,160,Unknown,2,Cash,Finished,Al Ibrahimiyyah
Apartment,2000000,3,2,143,No,3,Cash or Installment,Finished,Madinaty
Apartment,3100000,3,2,130,No,12,Cash,Finished,Greens
Apartment,1870000,3,3,155,No,12,Installment,Finished,Rehab City
Apartment,3500000,2,3,158,No,12,Installment,Semi Finished,Sheikh Zayed
Apartment,2012000,3,2,175,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,13065159,3,3,186,Unknown,2,Installment,Unknown ,Mivida
Apartment,550000,2,2,140,No,3,Cash or Installment,Finished,6th of October
Apartment,650000,3,3,245,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,750000,3,2,116,No,3,Installment,Finished,Madinaty
Apartment,5765000,3,2,160,Unknown,2,Installment,Finished,Fifth Square
Apartment,1000000,2,1,100,No,4,Cash,Finished,Miami
Apartment,1850000,3,1,180,No,1,Cash,Finished,6th of October
Apartment,1830000,3,2,182,No,9,Cash,Finished,Moharam Bik
Apartment,25000000,6,10,,No,1,Cash,Finished,Sheikh Zayed
Penthouse,2100000,3,2,163,No,4,Cash,Semi Finished,6th of October
Apartment,4000000,2,2,125,Yes,12,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,1980000,3,3,165,Unknown,3,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,5082000,3,2,123,Unknown,2,Cash or Installment,Finished,Noor City
Apartment,2362500,4,3,195,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,500000,2,1,130,No,3,Cash,Finished,Faisal
Apartment,250000,2,1,85,No,8,Cash,Not Finished,Agami
Apartment,4500000,3,2,156,Unknown,2,Installment,Not Finished,Sun Capital
Apartment,1250000,3,1,110,No,6,Cash or Installment,Finished,Victoria
Apartment,1067500,3,3,178,Unknown,2,Cash or Installment,Finished,6th of October
Apartment,3000000,3,3,225,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,280000,3,2,140,Unknown,3,Cash or Installment,Unknown ,Zizinia El Mostakbal
Apartment,1500000,2,1,75,No,2,Cash,Finished,Azarita
Apartment,2400000,3,1,120,No,3,Cash,Finished,Gardenia
Apartment,1200000,3,3,185,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,4725000,3,3,160,Yes,5,Cash or Installment,Finished,Fifth Square
Apartment,1020000,3,3,175,Unknown,2,Cash,Semi Finished,Hadayek 6th of October
Apartment,2850000,3,2,190,Unknown,1,Cash,Semi Finished,Sheikh Zayed
Apartment,8000000,4,2,430,Yes,11,Unknown,Finished,Glim
Duplex,2780000,4,4,326,No,2,Cash or Installment,Not Finished,ABHA
Apartment,6000000,1,2,81,No,4,Installment,Finished,Villette
Apartment,4600000,2,2,115,No,1,Installment,Finished,El Karma
Apartment,180000,2,1,111,Unknown,2,Cash or Installment,Finished,New Capital City
Apartment,4430000,2,3,117,Unknown,1,Cash or Installment,Unknown ,6th of October
Apartment,2000000,2,1,80,No,5,Cash or Installment,Finished,Madinaty
Apartment,1840000,3,3,184,No,2,Installment,Semi Finished,6th of October
Apartment,7500000,2,2,144,Unknown,2,Unknown,Unknown ,Uptown Cairo
Duplex,4000000,1,3,200,Yes,12,Cash,Finished,Al Yasmine
Apartment,1300000,3,3,143,No,13,Cash,Finished,Nasr City
Apartment,2600000,3,1,155,No,2,Cash,Finished,6th of October
Apartment,549000,3,3,175,Unknown,2,Installment,Unknown ,Taj City
Apartment,406000,3,2,116,No,3,Installment,Finished,Madinaty
Penthouse,6500000,4,3,220,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,11000000,3,3,330,Unknown,11,Unknown,Finished,Miami
Apartment,650000,3,2,140,No,2,Cash,Unknown ,Badr City
Apartment,1400000,3,1,120,No,8,Cash,Finished,Heliopolis
Apartment,3280000,3,2,114,No,5,Cash,Finished,Madinaty
Apartment,1000000,4,3,250,Unknown,2,Cash or Installment,Core & Shell,GCR Golf City
Apartment,2300000,2,1,140,Unknown,11,Unknown,Unknown ,Maadi
Apartment,1750000,3,2,175,No,1,Cash,Semi Finished,Sheikh Zayed
Apartment,3500000,3,2,160,No,12,Cash,Not Finished,Hexa
Duplex,8000000,4,3,285,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,1925000,3,3,175,No,5,Installment,Semi Finished,6th of October
Apartment,820000,3,2,135,Unknown,2,Cash,Unknown ,Hadayek 6th of October
Apartment,1150000,3,2,125,No,12,Cash,Finished,6th of October
Penthouse,157000,2,3,135,No,5,Cash or Installment,Finished,6th of October
Apartment,4224000,3,3,130,Unknown,1,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,520000,3,2,175,Unknown,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,4500000,2,2,155,Unknown,12,Unknown,Finished,New Cairo - El Tagamoa
Apartment,3600000,3,2,150,No,9,Cash,Finished,Laurent
Apartment,2470000,3,3,165,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,660000,3,3,214,Unknown,2,Cash or Installment,Finished,Shorouk Gardens
Apartment,540000,3,2,135,Unknown,2,Unknown,Finished,Trio Gardens
Apartment,5000000,3,3,305,No,1,Cash,Finished,West Somid
Apartment,630000,3,3,149,Unknown,1,Cash or Installment,Finished,Village West
Apartment,3300000,3,2,140,No,2,Cash,Finished,Sheikh Zayed
Apartment,5200000,3,3,139,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,3240000,3,3,324,No,2,Cash,Unknown ,6th of October
Duplex,8800000,3,3,302,Unknown,3,Unknown,Unknown ,Eastown
Apartment,16000000,3,3,230,No,12,Cash,Finished,Mivida
Apartment,3750000,3,2,140,No,5,Cash,Finished,Madinaty
Apartment,3100000,3,2,150,No,4,Cash,Finished,Sidi Beshr
Apartment,3300000,3,2,163,Unknown,3,Installment,Finished,Al Maqsad
Penthouse,930000,3,3,266,No,5,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,7350000,3,3,205,Unknown,2,Cash,Finished,O West
Apartment,6500000,3,3,185,Unknown,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3000000,3,3,200,No,8,Cash,Finished,Kafr Abdo
Apartment,5444000,2,3,135,No,2,Cash or Installment,Finished,Trio Gardens
Apartment,600000,2,2,90,Unknown,12,Cash or Installment,Semi Finished,Kayan
Apartment,3300000,3,2,218,No,11,Cash,Finished,Glim
Apartment,5900000,4,3,224,Unknown,2,Cash or Installment,Unknown ,October Plaza Sodic
Apartment,1000000,3,2,158,Unknown,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,1150000,3,1,135,Unknown,8,Cash,Finished,Miami
Apartment,5800000,3,2,145,No,2,Cash,Finished,Fifth Square
Apartment,9315000,2,2,124,No,4,Cash,Finished,Mivida
Apartment,2650000,4,2,240,No,12,Cash,Finished,6th of October
Apartment,520000,3,1,150,Unknown,12,Cash or Installment,Finished,Nakheel
Apartment,4485000,3,3,130,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Penthouse,6250000,3,3,450,Unknown,6,Cash,Unknown ,New Cairo - El Tagamoa
Apartment,850000,3,2,126,No,3,Cash,Semi Finished,Shorouk City
Apartment,3580000,2,2,130,No,12,Installment,Semi Finished,New Capital City
Apartment,2250000,3,3,230,No,3,Cash,Finished,6th of October
Apartment,6000000,3,2,152,No,2,Cash or Installment,Semi Finished,Hyde Park New Cairo
Apartment,1600000,3,2,165,No,1,Installment,Finished,6th of October
Apartment,1600000,2,1,100,No,11,Cash,Finished,Moharam Bik
Duplex,5400000,3,3,191,No,12,Installment,Finished,Trio Gardens
Apartment,5500000,3,2,150,No,1,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2770000,3,3,180,No,2,Cash or Installment,Finished,Light City
Penthouse,2187500,3,2,185,No,3,Cash or Installment,Unknown ,EL Patio Casa
Duplex,600000,5,3,242,No,12,Installment,Semi Finished,6th of October
Apartment,4600000,2,2,145,No,3,Unknown,Core & Shell,Capital Gardens
Apartment,2800000,3,2,160,No,11,Cash,Finished,San Stefano
Apartment,330000,2,1,100,No,7,Cash or Installment,Finished,Nakheel
Apartment,2350000,2,2,89,No,1,Cash,Finished,Madinaty
Apartment,4100000,3,3,135,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,9100000,4,3,203,Unknown,1,Installment,Finished,Sheikh Zayed
Apartment,10387213,3,3,182,No,2,Cash or Installment,Semi Finished,AZAD
Apartment,3800000,3,2,207,No,6,Cash,Finished,San Stefano
Apartment,1625000,3,2,130,Yes,2,Cash,Finished,Shorouk City
Apartment,470000,2,1,115,No,6,Cash,Finished,Nakheel
Apartment,3500000,3,2,155,No,2,Cash or Installment,Finished,Amorada
Apartment,3800000,3,3,180,No,2,Installment,Semi Finished,Al Maqsad
Apartment,2850000,3,2,175,No,12,Cash,Finished,Sheikh Zayed
Apartment,500000,3,2,155,Unknown,3,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,1650000,3,2,185,No,3,Cash or Installment,Semi Finished,Badr City
Apartment,900000,3,2,209,Unknown,6,Unknown,Unknown ,Taj City
Apartment,1700000,3,3,213,Unknown,3,Cash or Installment,Unknown ,Palm Hills New Cairo
Apartment,2070000,3,3,180,No,1,Cash or Installment,Semi Finished,Badya Palm Hills
