Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,El Khamayel
Apartment,900000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Village West
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Semi Finished,Badr City
Apartment,1940000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,6th of October
Apartment,680000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,100,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Haram
Apartment,624000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,104,Less Than or Equal to Q1 ( 127  ) ,Yes,8,Cash,Finished,Montazah
Studio,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,64,Less Than or Equal to Q1 ( 127  ) ,Yes,2,Cash,Finished,Cleopatra
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,197,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Shorouk City
Duplex,6050000,Greater Than Q3 ( 4100000 ) ,4,3,272,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,3800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,265,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,6th of October
Apartment,1450000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,213,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Hadayek 6th of October
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Beverly Hills
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,2,300,Greater Than Q3 (  200  ) ,No,8,Cash,Finished,Saba Pasha
Apartment,6802000,Greater Than Q3 ( 4100000 ) ,3,2,163,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Finished,Village West
Duplex,5000000,Greater Than Q3 ( 4100000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,6th of October
Apartment,360000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Nakheel
Apartment,540000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,176,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Finished,6th of October
Apartment,1815000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Green Square
Apartment,760000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,New Cairo - El Tagamoa
Duplex,7850000,Greater Than Q3 ( 4100000 ) ,3,3,223,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Mountain View Hyde Park
Apartment,1381000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Semi Finished,Shorouk City
Apartment,1223445,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,93,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Semi Finished,Maadi V
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,90,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,El Khamayel
Apartment,410000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Finished,Nakheel
Apartment,550000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,114,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,6800000,Greater Than Q3 ( 4100000 ) ,3,3,217,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,Camp Caesar
Apartment,6700000,Greater Than Q3 ( 4100000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Galleria Moon Valley
Duplex,1485000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,270,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,4600000,Greater Than Q3 ( 4100000 ) ,3,2,125,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,252,Greater Than Q3 (  200  ) ,Yes,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,1995000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,210,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Duplex,1900800,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,198,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,New Capital City
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,2,210,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Mandara
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Semi Finished,Galleria Moon Valley
Duplex,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,300,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Sheikh Zayed
Apartment,1550000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,7,Cash,Finished,Shubra
Duplex,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,164,Between Q2(  160  )  and Q3 (  200  ) ,No,6,Cash,Finished,Maadi
Apartment,4600000,Greater Than Q3 ( 4100000 ) ,3,4,220,Greater Than Q3 (  200  ) ,No,2,Cash,Not Finished,6th of October
Apartment,900000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,7,Cash,Finished,Seyouf
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Finished,Madinaty
Penthouse,3782113,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,210,Greater Than Q3 (  200  ) ,No,13,Cash or Installment,Semi Finished,Rock Eden
Apartment,540000,Less Than or Equal to Q1 ( 1200000 ) ,4,5,243,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,VYE Sodic
Apartment,1000000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,435,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Finished,New Cairo - El Tagamoa
Studio,1755000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,66,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,Taj City
Apartment,17790000,Greater Than Q3 ( 4100000 ) ,4,5,261,Greater Than Q3 (  200  ) ,No,5,Cash or Installment,Finished,Maadi
Apartment,460000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Finished,Nakheel
Apartment,3250000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,235,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Glim
Apartment,2350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,231,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,El Khamayel
Penthouse,3700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,167,Between Q2(  160  )  and Q3 (  200  ) ,No,13,Cash,Semi Finished,Mountain View Chillout Park
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,3,158,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Not Finished,October Plaza Sodic
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,5,4,191,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,The Brooks
Apartment,3520000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Not Finished,Joya
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Gesr Al Suez
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,185,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,El Fardous
Apartment,2074000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,149,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Core & Shell,Hadayek 6th of October
Apartment,1701096,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Maadi V
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Sheikh Zayed
Apartment,780000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,6th of October
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Semi Finished,Mountain View iCity
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,90,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Hadayek 6th of October
Apartment,3700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash or Installment,Finished,Madinaty
Apartment,4499000,Greater Than Q3 ( 4100000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,6,Cash,Finished,Sidi Gaber
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,105,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Rehab City
Apartment,3650000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Laurent
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,127,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Kenz
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,240,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1150000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,115,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Sidi Beshr
Apartment,828225,Less Than or Equal to Q1 ( 1200000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Installment,Finished,Village West
Apartment,2130000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,1675000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,185,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Madinaty
Apartment,2804000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,209,Greater Than Q3 (  200  ) ,No,3,Installment,Semi Finished,New Capital City
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,100,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Miami
Apartment,2720000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Installment,Semi Finished,Asafra
Apartment,2100000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,158,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Maadi
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,3,3,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,El Khamayel
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Sheikh Zayed
Duplex,820000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,188,Between Q2(  160  )  and Q3 (  200  ) ,No,6,Installment,Finished,Haram
Apartment,970000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,168,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Hadayek al-Ahram
Duplex,470000,Less Than or Equal to Q1 ( 1200000 ) ,4,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash,Finished,Nakheel
Apartment,1654632,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Installment,Semi Finished,Maadi V
Apartment,5600000,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,Sheikh Zayed
Duplex,600000,Less Than or Equal to Q1 ( 1200000 ) ,5,2,240,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,4,190,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,950000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,116,Less Than or Equal to Q1 ( 127  ) ,No,5,Installment,Finished,Madinaty
Apartment,642000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,149,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,185,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Sheikh Zayed
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,136,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Rehab City
Apartment,712000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,116,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Madinaty
Apartment,2350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash,Finished,Maadi
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Not Finished,O West
Apartment,1472000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,120,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2228130,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Ashgar City
Apartment,5100000,Greater Than Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,EL Patio ORO
Apartment,6051557,Greater Than Q3 ( 4100000 ) ,3,3,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Installment,Core & Shell,Mountain View iCity
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,202,Greater Than Q3 (  200  ) ,No,4,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Sidi Beshr
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,179,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,74,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,OIA
Apartment,2750300,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,Yes,4,Cash or Installment,Finished,Madinaty
Apartment,3900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,1177350,Less Than or Equal to Q1 ( 1200000 ) ,3,3,177,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Village West
Apartment,410000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Nakheel
Apartment,376000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,188,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Semi Finished,6th of October
Apartment,8250000,Greater Than Q3 ( 4100000 ) ,5,4,235,Greater Than Q3 (  200  ) ,No,12,Cash,Semi Finished,Midtown
Apartment,470000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,Yes,3,Cash or Installment,Finished,Nakheel
Duplex,3150000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,280,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,82,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,4800000,Greater Than Q3 ( 4100000 ) ,3,3,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,El Khamayel
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,156,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Haram
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,3,2,310,Greater Than Q3 (  200  ) ,No,10,Cash,Finished,Smoha
Apartment,1450000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Sheikh Zayed
Apartment,1953000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,8,Cash,Finished,Smoha
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Maadi
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Sporting
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Semi Finished,Hadayek 6th of October
Apartment,1100000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,205,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Badr City
Apartment,285000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Finished,Mostakbal City
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,350,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,13,Cash,Finished,Smoha
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,200,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash,Finished,Zezenia
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,6,Cash,Semi Finished,Mohandessin
Apartment,6730000,Greater Than Q3 ( 4100000 ) ,2,2,138,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Not Finished,Sheikh Zayed
Apartment,8363000,Greater Than Q3 ( 4100000 ) ,3,2,149,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Finished,O West
Apartment,11250000,Greater Than Q3 ( 4100000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,District 5 Compound
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,206,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,6th of October
Duplex,750000,Less Than or Equal to Q1 ( 1200000 ) ,4,2,400,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Nakheel
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,2,173,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,11000000,Greater Than Q3 ( 4100000 ) ,3,3,214,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Mivida
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,210,Greater Than Q3 (  200  ) ,No,12,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,3852000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,171,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Installment,Core & Shell,Palm Hills New Cairo
Apartment,1150000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Not Finished,6th of October
Apartment,3100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,103,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Madinaty
Apartment,300000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,No,4,Installment,Finished,Nakheel
Duplex,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,300,Greater Than Q3 (  200  ) ,No,9,Cash,Semi Finished,Mokattam
Apartment,170000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,60,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Nakheel
Apartment,640000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,10,Cash or Installment,Finished,Nakheel
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,8,Cash,Finished,Sidi Beshr
Apartment,465000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Semi Finished,Degla Palms
Apartment,3250000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,114,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Madinaty
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Sheikh Zayed
Apartment,6183000,Greater Than Q3 ( 4100000 ) ,3,3,198,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Not Finished,Joulz
Apartment,4613000,Greater Than Q3 ( 4100000 ) ,2,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,Lake view Residence
Apartment,3250000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,100,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Rehab City
Apartment,720000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,70,Less Than or Equal to Q1 ( 127  ) ,No,11,Cash,Finished,Asafra
Apartment,2350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,168,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Core & Shell,New Cairo - El Tagamoa
Apartment,5059000,Greater Than Q3 ( 4100000 ) ,2,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,October Plaza Sodic
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Hadayek al-Ahram
Apartment,5720000,Greater Than Q3 ( 4100000 ) ,3,2,198,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Core & Shell,6th of October
Apartment,480000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,280,Greater Than Q3 (  200  ) ,No,5,Cash or Installment,Finished,Nakheel
Penthouse,5150000,Greater Than Q3 ( 4100000 ) ,2,2,166,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,Mountain View Hyde Park
Apartment,1567000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Shorouk City
Apartment,2240000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,5733383,Greater Than Q3 ( 4100000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Laurent
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,210,Greater Than Q3 (  200  ) ,No,1,Cash,Not Finished,Kanarya
Duplex,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,5,3,441,Greater Than Q3 (  200  ) ,No,12,Cash,Core & Shell,Arabella Village
