Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Core & Shell,Hadayek 6th of October
Apartment,2378000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,136,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Semi Finished,New Capital City
Apartment,235000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,110,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Agami
Apartment,5800000,Greater Than Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,6th of October
Apartment,790000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,202,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Finished,The Estates
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Sheikh Zayed
Apartment,7426000,Greater Than Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Shorouk City
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Smoha
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Finished,Madinaty
Apartment,1300568,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,99.5,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Semi Finished,Maadi V
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,1,52,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,O West
Penthouse,8500000,Greater Than Q3 ( 4100000 ) ,3,3,211,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,Regents Park
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Palm Parks
Apartment,1520000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,6500000,Greater Than Q3 ( 4100000 ) ,3,4,280,Greater Than Q3 (  200  ) ,Yes,7,Cash,Finished,Mohandessin
Apartment,5600000,Greater Than Q3 ( 4100000 ) ,4,3,194,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,The Brooks
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,300,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Finished,Madinaty
Studio,1641000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,66,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Cash,Semi Finished,New Nozha
Apartment,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,191,Between Q2(  160  )  and Q3 (  200  ) ,Yes,2,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,11000000,Greater Than Q3 ( 4100000 ) ,5,6,550,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Glim
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Opera City
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,185,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,4320000,Greater Than Q3 ( 4100000 ) ,2,2,108,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,96,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Madinaty
Apartment,1940000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,162,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Installment,Finished,Rehab City
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,3,3,151,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Installment,Semi Finished,Hadayek 6th of October
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Dokki
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,185,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,6290000,Greater Than Q3 ( 4100000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,5,Cash,Finished,Madinaty
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,79,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Apartment,6200000,Greater Than Q3 ( 4100000 ) ,3,3,238,Greater Than Q3 (  200  ) ,No,4,Cash,Not Finished,Rehab City
Apartment,18450000,Greater Than Q3 ( 4100000 ) ,3,3,289,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Mivida
Duplex,600000,Less Than or Equal to Q1 ( 1200000 ) ,5,3,241,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,2930000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,3,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Installment,Not Finished,Sheikh Zayed
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Core & Shell,Sheikh Zayed
Apartment,4800000,Greater Than Q3 ( 4100000 ) ,3,2,138,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Installment,Semi Finished,6th of October
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,203,Greater Than Q3 (  200  ) ,No,5,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Core & Shell,Sheikh Zayed
Duplex,7671642,Greater Than Q3 ( 4100000 ) ,3,3,175,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,4221000,Greater Than Q3 ( 4100000 ) ,3,3,177,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash,Finished,Moharam Bik
Apartment,2625000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Semi Finished,Sheikh Zayed
Apartment,2938000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,77,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Madinaty
Apartment,2126000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3250000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Smoha
Apartment,120000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Al Maqsad
Apartment,5059000,Greater Than Q3 ( 4100000 ) ,2,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,October Plaza Sodic
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,103,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Sun Capital
Apartment,2150000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Core & Shell,Sheikh Zayed
Apartment,6408000,Greater Than Q3 ( 4100000 ) ,3,3,178,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,400000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,250,Greater Than Q3 (  200  ) ,No,12,Cash,Semi Finished,Obour City
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,164,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Village West
Apartment,980000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,177,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Sodic East
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,215,Greater Than Q3 (  200  ) ,No,7,Cash,Finished,Gianaclis
Apartment,400000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,177,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Finished,Moharam Bik
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,100,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Sidi Beshr
Apartment,6801000,Greater Than Q3 ( 4100000 ) ,3,2,163,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Village West
Penthouse,5900000,Greater Than Q3 ( 4100000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,13,Cash or Installment,Finished,Kayan
Apartment,1000000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,138,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,9,Cash,Semi Finished,Maamoura
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,180,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash,Finished,Heliopolis
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,7,Cash,Finished,Moharam Bik
Apartment,5800000,Greater Than Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,4600000,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,2,Cash,Not Finished,October Plaza Sodic
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,4,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Semi Finished,Badr City
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,Garden Hills
Apartment,5059000,Greater Than Q3 ( 4100000 ) ,2,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,October Plaza Sodic
Apartment,3800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Semi Finished,Mountain View iCity
Duplex,730000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Mountain View Chillout Park
Apartment,2178000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,121,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Smoha
Apartment,1805250,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,124.5,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,3070000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,99,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,6900000,Greater Than Q3 ( 4100000 ) ,4,3,268,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Smoha
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,8,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,6500000,Greater Than Q3 ( 4100000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,8,Cash,Not Finished,Dokki
Apartment,4250000,Greater Than Q3 ( 4100000 ) ,4,3,350,Greater Than Q3 (  200  ) ,No,11,Cash or Installment,Finished,Glim
Apartment,16936000,Greater Than Q3 ( 4100000 ) ,3,3,161,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Allegria
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,Obour City
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,New Cairo - El Tagamoa
Apartment,5577000,Greater Than Q3 ( 4100000 ) ,3,3,169,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Duplex,4200000,Greater Than Q3 ( 4100000 ) ,5,3,420,Greater Than Q3 (  200  ) ,No,3,Cash,Semi Finished,Sheikh Zayed
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Victoria
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,400,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Sheikh Zayed
Duplex,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,3234000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Finished,Mostakbal City
Apartment,1150000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,105,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,6th of October
Apartment,5030000,Greater Than Q3 ( 4100000 ) ,3,2,173,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Semi Finished,Sun Capital
Penthouse,3015000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,1400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Al Ibrahimiyyah
Apartment,1100000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Dar Misr
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash,Finished,Miami
Apartment,5050000,Greater Than Q3 ( 4100000 ) ,2,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Mostakbal City
Apartment,5600000,Greater Than Q3 ( 4100000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Mountain View iCity
Apartment,760000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,106,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Apartment,1650000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Duplex,9800000,Greater Than Q3 ( 4100000 ) ,3,4,236,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Eastown
Duplex,676000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,220,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Stone Residence
Apartment,5130000,Greater Than Q3 ( 4100000 ) ,3,3,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Finished,Kayan
Apartment,2277000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,198,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash or Installment,Semi Finished,Next Point
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,90,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Finished,Sheikh Zayed
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,110,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Core & Shell,6th of October
Apartment,1953000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,197,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,960000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,252,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,168,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Fifth Square
Apartment,7600000,Greater Than Q3 ( 4100000 ) ,4,4,200,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Semi Finished,O West
Apartment,15417000,Greater Than Q3 ( 4100000 ) ,4,3,222,Greater Than Q3 (  200  ) ,No,1,Installment,Finished,The Crown
Apartment,3200000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,225,Greater Than Q3 (  200  ) ,No,7,Cash,Finished,Mohandessin
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,4,3,340,Greater Than Q3 (  200  ) ,Yes,3,Cash,Finished,Dokki
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Hadayek 6th of October
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,86,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Mostakbal City
Apartment,4300000,Greater Than Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Stanley
Apartment,400000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,95,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Finished,Maadi
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,10,Cash,Finished,Smoha
Apartment,3400000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,139,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,285,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Bloomfields
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,Yes,3,Cash,Finished,Maamoura
Apartment,320000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,141,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Madinaty
Apartment,7700000,Greater Than Q3 ( 4100000 ) ,3,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,90 Avenue
Apartment,3770000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Moharam Bik
Apartment,1150000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,93,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Apartment,4100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Taj City
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Semi Finished,Nasr City
Apartment,3944000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,177,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Installment,Finished,Moharam Bik
Apartment,4600000,Greater Than Q3 ( 4100000 ) ,3,2,125,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,1855000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,175,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Installment,Semi Finished,6th of October
Apartment,2700000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,97,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Madinaty
Apartment,3800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,119,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Rehab City
Apartment,1058989,Less Than or Equal to Q1 ( 1200000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Not Finished,Mountain View iCity
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,119,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Rehab City
Apartment,5750000,Greater Than Q3 ( 4100000 ) ,2,3,153,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Sodic Westown
Duplex,7900000,Greater Than Q3 ( 4100000 ) ,3,3,262,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,6600000,Greater Than Q3 ( 4100000 ) ,4,4,205,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Finished,Capital Gardens
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Al Maqsad
Duplex,3350000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,5,2,250,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Sheikh Zayed
Apartment,550000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,88,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Duplex,7250000,Greater Than Q3 ( 4100000 ) ,3,3,300,Greater Than Q3 (  200  ) ,No,13,Cash,Semi Finished,Mountain View Hyde Park
Duplex,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,350,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,390000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Nakheel
Duplex,5300000,Greater Than Q3 ( 4100000 ) ,2,2,166,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Semi Finished,Mountain View Hyde Park
Penthouse,5600000,Greater Than Q3 ( 4100000 ) ,2,2,161,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Core & Shell,Galleria Moon Valley
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Rehab City
Apartment,5600000,Greater Than Q3 ( 4100000 ) ,2,2,106,Less Than or Equal to Q1 ( 127  ) ,No,8,Cash or Installment,Finished,ZED Towers
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2855000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,4,182,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Core & Shell,IL Bosco
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,2,3,173,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash,Not Finished,Palm Hills New Cairo
Duplex,8200000,Greater Than Q3 ( 4100000 ) ,3,3,192,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Sheikh Zayed
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,300,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Laurent
